hgnc	status	subcellular_location
C8orf4	Approved	Nucleoplasm
C8orf4	Approved	Plasma membrane
MAMSTR	Approved	Nuclear speckles
ANKLE2	Approved	Plasma membrane
GCNT4	Approved	Nucleoplasm
MUC20	Approved	Cytosol
MUC20	Approved	Nucleoplasm
MUC20	Approved	Plasma membrane
THAP4	Approved	Nuclear speckles
THAP4	Approved	Nucleoplasm
NFATC2IP	Approved	Nucleus
MTHFR	Approved	Cell Junctions
C19orf18	Approved	Golgi apparatus
DEAF1	Approved	Nucleoli fibrillar center
MTX3	Approved	Mitochondria
TMEM80	Approved	Golgi apparatus
FBXO46	Approved	Cytosol
FBXO46	Approved	Nucleus
FBXO46	Approved	Vesicles
SLC38A9	Approved	Nucleoplasm
SLC38A9	Approved	Vesicles
ZDHHC22	Approved	Plasma membrane
FAM210A	Approved	Golgi apparatus
FAM210A	Approved	Mitochondria
FAM210A	Approved	Nucleus
ULK1	Approved	Cytosol
RPS6KA3	Approved	Cytosol
RPS6KA3	Approved	Nucleoli
RPS6KA3	Approved	Nucleus
CHD9	Approved	Cytosol
CHD9	Approved	Plasma membrane
TRIM72	Approved	Nucleoli
TRIM72	Approved	Nucleus
FZD8	Approved	Endoplasmic reticulum
CASKIN2	Approved	Nucleoplasm
CCDC71	Approved	Nuclear membrane
LRRN4CL	Approved	Nuclear bodies
LRRN4CL	Approved	Nucleoplasm
MAGEF1	Approved	Actin filaments
SAMD9L	Approved	Cytosol
NAP1L5	Approved	Cytosol
NAP1L5	Approved	Nucleoplasm
NIM1K	Approved	Cytosol
ERICH5	Approved	Cytosol
ERICH5	Approved	Golgi apparatus
ERICH5	Approved	Nucleoplasm
PTRF	Approved	Vesicles
ZBED2	Approved	Cytosol
ZBED2	Approved	Mitochondria
ZBED2	Approved	Nuclear bodies
IRX3	Approved	Vesicles
NHLH2	Approved	Nuclear bodies
NHLH2	Approved	Nucleoplasm
ATOX1	Approved	Nucleoplasm
ATOX1	Approved	Plasma membrane
TBL1XR1	Approved	Nucleoplasm
SAMD12	Approved	Cytosol
SAMD12	Approved	Golgi apparatus
CD163	Approved	Plasma membrane
C18orf32	Approved	Nucleoplasm
C18orf32	Approved	Vesicles
PIDD1	Approved	Golgi apparatus
PGBD5	Approved	Nucleoplasm
IL17RA	Approved	Cytosol
IL17RA	Approved	Nucleoplasm
PNPLA2	Approved	Nucleoplasm
CD163L1	Approved	Centrosome
CD163L1	Approved	Cytosol
CD163L1	Approved	Nucleoplasm
SRRM3	Approved	Intermediate filaments
SRRM3	Approved	Microtubules
SRRM3	Approved	Plasma membrane
SUMO4	Approved	Nuclear bodies
SUMO4	Approved	Nucleoplasm
FAM20C	Approved	Cytosol
FAM20C	Approved	Golgi apparatus
FAM20C	Approved	Nucleoplasm
PVRL3	Approved	Microtubule organizing center
ANXA2R	Approved	Aggresome
ANXA2R	Approved	Cytoplasmic bodies
ANXA2R	Approved	Cytosol
ANXA2R	Approved	Nucleoplasm
TMEM94	Approved	Nuclear bodies
ZNF620	Approved	Plasma membrane
ZNF518A	Approved	Nucleus
TMEM187	Approved	Cytosol
TMEM187	Approved	Nucleoli
SVBP	Approved	Cytosol
SVBP	Approved	Nuclear bodies
SVBP	Approved	Nucleoplasm
ZNF619	Approved	Intermediate filaments
ZNF619	Approved	Nucleoplasm
CCDC184	Approved	Cytosol
CCDC184	Approved	Mitochondria
AP3S1	Approved	Vesicles
ZBTB41	Approved	Cytosol
ZBTB41	Approved	Nuclear membrane
ZBTB41	Approved	Nucleus
ARL6IP6	Approved	Cytosol
ARL6IP6	Approved	Nuclear membrane
MAMDC4	Approved	Cytosol
MAMDC4	Approved	Nucleoplasm
CENPBD1	Approved	Nucleoli
CENPBD1	Approved	Vesicles
BET1L	Approved	Golgi apparatus
BET1L	Approved	Nucleus
RPS27	Approved	Cytosol
RPS27	Approved	Endoplasmic reticulum
RPS27	Approved	Nucleoli
DPY19L2	Approved	Mitochondria
DPY19L2	Approved	Nucleus
TSPYL6	Approved	Centrosome
TSPYL6	Approved	Cytosol
TSPYL6	Approved	Nucleoli
LRRC75B	Approved	Cytosol
LRRC75B	Approved	Nucleus
FAM26E	Approved	Golgi apparatus
MLF1	Approved	Cytosol
MLF1	Approved	Nucleoplasm
DDX10	Approved	Nucleoli
DALRD3	Approved	Cytosol
DALRD3	Approved	Nuclear bodies
DALRD3	Approved	Nucleoplasm
ZNF114	Approved	Cytosol
ZNF114	Approved	Nucleus
ZNF518B	Approved	Nucleus
AMER3	Approved	Cytosol
AMER3	Approved	Nucleoplasm
PARD6G	Approved	Plasma membrane
SH2B1	Approved	Vesicles
KDELC2	Approved	Vesicles
ZNF543	Approved	Cytosol
ZNF543	Approved	Nuclear speckles
WDR6	Approved	Plasma membrane
GEN1	Approved	Nucleoplasm
AQP11	Approved	Nucleoplasm
AQP11	Approved	Vesicles
ZNF354B	Approved	Nucleoplasm
SHISA3	Approved	Cytosol
SHISA3	Approved	Lipid droplets
CALML5	Approved	Cytosol
CALML5	Approved	Plasma membrane
PLEKHM3	Approved	Cytosol
PLEKHM3	Approved	Vesicles
ZNF223	Approved	Mitochondria
ZNF223	Approved	Nucleus
FAM220A	Approved	Vesicles
DNAJC22	Approved	Vesicles
CEP295NL	Approved	Vesicles
BEND3	Approved	Nucleoplasm
MCMDC2	Approved	Actin filaments
DTX3	Approved	Golgi apparatus
DTX3	Approved	Nucleoli
DTX3	Approved	Nucleus
CTXN1	Approved	Cell Junctions
CTXN1	Approved	Nucleoplasm
CTXN1	Approved	Plasma membrane
CTNNBIP1	Approved	Cell Junctions
CTNNBIP1	Approved	Mitochondria
CTNNBIP1	Approved	Plasma membrane
CSRNP3	Approved	Nucleoli
CSRNP3	Approved	Nucleus
ZNF713	Approved	Nucleoli
SUZ12	Approved	Nuclear bodies
SUZ12	Approved	Nucleoli
SUZ12	Approved	Nucleus
NSUN3	Approved	Nuclear membrane
NSUN3	Approved	Nucleoplasm
KCTD12	Approved	Mitochondria
GRINA	Approved	Cytosol
GRINA	Approved	Nucleoli fibrillar center
THBD	Approved	Cytosol
THBD	Approved	Nucleoplasm
FAM132B	Approved	Endoplasmic reticulum
FAM132B	Approved	Microtubule organizing center
FAM219B	Approved	Golgi apparatus
FAM219B	Approved	Nucleoplasm
C5orf46	Approved	Mitochondria
C5orf46	Approved	Nuclear speckles
RIIAD1	Approved	Cytosol
RIIAD1	Approved	Nucleoplasm
MPI	Approved	Cytosol
MPI	Approved	Plasma membrane
OPLAH	Approved	Nucleoli fibrillar center
TMEM139	Approved	Focal adhesion sites
TMEM139	Approved	Plasma membrane
FAM101A	Approved	Nucleoplasm
DPY19L3	Approved	Microtubules
PFAS	Approved	Nucleoplasm
PFAS	Approved	Plasma membrane
HYI	Approved	Cytosol
HYI	Approved	Golgi apparatus
HYI	Approved	Plasma membrane
C17orf62	Approved	Cell Junctions
C17orf62	Approved	Plasma membrane
ZBTB7A	Approved	Nucleoplasm
FBXO34	Approved	Nuclear speckles
SNX18	Approved	Cytosol
C14orf39	Approved	Nucleoli
C14orf39	Approved	Nucleus
MRFAP1	Approved	Nucleus
C3orf38	Approved	Cytosol
C3orf38	Approved	Nucleoplasm
C3orf38	Approved	Plasma membrane
KLHDC7A	Approved	Nuclear speckles
TMEM107	Approved	Cytosol
TMEM107	Approved	Midbody
TMEM107	Approved	Midbody ring
TMEM107	Approved	Nucleoplasm
EXOC3L1	Approved	Plasma membrane
EXOC3L1	Approved	Vesicles
TRIML2	Approved	Cytosol
TRIML2	Approved	Plasma membrane
CCDC89	Approved	Nucleoplasm
FAM133A	Approved	Nucleoli
FAM133A	Approved	Nucleus
TMTC2	Approved	Actin filaments
TMTC2	Approved	Cytosol
HES7	Approved	Nucleoli
HES7	Approved	Nucleoplasm
SPTY2D1	Approved	Nucleoli
SPTY2D1	Approved	Nucleus
C10orf67	Approved	Nucleoli
C10orf67	Approved	Nucleoplasm
GIMAP7	Approved	Cytosol
GIMAP7	Approved	Vesicles
ALOXE3	Approved	Cytosol
ALOXE3	Approved	Plasma membrane
TMEM125	Approved	Cytosol
TMEM125	Approved	Midbody
ZNF664	Approved	Nucleoplasm
MAGED1	Approved	Cytosol
RP11-111M22.2	Approved	Centrosome
RP11-111M22.2	Approved	Endoplasmic reticulum
RP11-111M22.2	Approved	Nucleoplasm
RAD23A	Approved	Cytosol
TMEM151A	Approved	Cytosol
TMEM151A	Approved	Nucleoli
PTPN11	Approved	Actin filaments
ZCCHC5	Approved	Golgi apparatus
ZCCHC5	Approved	Nucleoplasm
ZCCHC5	Approved	Plasma membrane
WSCD1	Approved	Golgi apparatus
WSCD1	Approved	Nucleoplasm
HLA-DQB1	Approved	Golgi apparatus
TMEM31	Approved	Nucleoli fibrillar center
PACS2	Approved	Mitochondria
ELMOD2	Approved	Cytosol
ELMOD2	Approved	Nucleoli
ELMOD2	Approved	Nucleus
GPC5	Approved	Cytosol
GPC5	Approved	Nucleus
FJX1	Approved	Vesicles
KLHL28	Approved	Cytosol
MKRN3	Approved	Cytosol
MKRN3	Approved	Nucleoplasm
MKRN3	Approved	Plasma membrane
C14orf28	Approved	Cytosol
ALOX12B	Approved	Cytosol
LBX2	Approved	Midbody
LBX2	Approved	Nucleus
DNHD1	Approved	Cytokinetic bridge
DNHD1	Approved	Nucleoplasm
CIITA	Approved	Nucleoplasm
ZFPM1	Approved	Cytosol
ZFPM1	Approved	Nucleoplasm
ALOX15B	Approved	Cytosol
LACC1	Approved	Cytokinetic bridge
LACC1	Approved	Cytosol
LACC1	Approved	Nucleoplasm
MAF1	Approved	Nucleoli
MAF1	Approved	Vesicles
PCED1B	Approved	Golgi apparatus
PCED1B	Approved	Vesicles
APOBEC3B	Approved	Nucleoplasm
FOXS1	Approved	Cytosol
FOXS1	Approved	Nucleoplasm
MYADM	Approved	Nuclear speckles
AKAP5	Approved	Nucleoplasm
GIPC3	Approved	Golgi apparatus
GIPC3	Approved	Nuclear bodies
GIPC3	Approved	Nucleoplasm
CITED4	Approved	Vesicles
ABCA13	Approved	Centrosome
ABCA13	Approved	Cytosol
ABCA13	Approved	Vesicles
SEPHS2	Approved	Nucleoplasm
ZNF784	Approved	Nucleus
FIZ1	Approved	Nucleus
SSC5D	Approved	Cytosol
SSC5D	Approved	Nucleoplasm
DCTPP1	Approved	Cytosol
DCTPP1	Approved	Nucleoplasm
ZNF771	Approved	Nucleoli
ZNF771	Approved	Nucleus
TSHZ1	Approved	Nucleoplasm
PSTK	Approved	Actin filaments
PSTK	Approved	Nuclear bodies
PSTK	Approved	Nucleoli
SOCS4	Approved	Cytosol
SOCS4	Approved	Nucleus
ZADH2	Approved	Golgi apparatus
ZADH2	Approved	Nucleus
ZADH2	Approved	Vesicles
TMEM86B	Approved	Centrosome
TMEM86B	Approved	Midbody
TRNAU1AP	Approved	Cytosol
TRNAU1AP	Approved	Nucleoplasm
EXOC3	Approved	Mitochondria
EXOC3	Approved	Nucleoplasm
MED14	Approved	Nucleoplasm
TDRP	Approved	Vesicles
SLC9A4	Approved	Nucleoplasm
SLC9A4	Approved	Plasma membrane
FGD6	Approved	Vesicles
PLD5	Approved	Cytosol
PLD5	Approved	Mitochondria
PLD5	Approved	Vesicles
OAZ2	Approved	Golgi apparatus
KCTD4	Approved	Microtubule organizing center
FZD2	Approved	Cell Junctions
FZD2	Approved	Nuclear bodies
TIGD2	Approved	Nuclear bodies
MTURN	Approved	Cytosol
ZNF609	Approved	Cytosol
PAK2	Approved	Vesicles
CCDC66	Approved	Cell Junctions
CCDC66	Approved	Microtubule organizing center
CCDC66	Approved	Midbody ring
C11orf71	Approved	Nucleoplasm
GAS1	Approved	Nuclear speckles
ZNF571	Approved	Nucleoli
ZNF571	Approved	Nucleus
ZNF571	Approved	Plasma membrane
NRIP1	Approved	Nucleoli
NRIP1	Approved	Nucleus
BHLHA15	Approved	Golgi apparatus
BHLHA15	Approved	Nucleoplasm
RNF182	Approved	Golgi apparatus
RNF182	Approved	Nucleus
RNF182	Approved	Vesicles
TSPYL5	Approved	Cytosol
TSPYL5	Approved	Golgi apparatus
FUT7	Approved	Golgi apparatus
HIST1H2BC	Approved	Cytosol
HIST1H2BC	Approved	Nucleoplasm
MB21D2	Approved	Cytosol
ZNF594	Approved	Nucleus
PRF1	Approved	Cytosol
MAB21L1	Approved	Nucleoplasm
SHISA2	Approved	Nuclear bodies
SHISA2	Approved	Nucleoplasm
SHISA2	Approved	Vesicles
SLC36A4	Approved	Cytosol
SLC36A4	Approved	Golgi apparatus
SLC36A4	Approved	Plasma membrane
ZFP3	Approved	Cytosol
ZFP3	Approved	Nucleoplasm
ARSJ	Approved	Nucleoli
MAP3K15	Approved	Vesicles
PSMG4	Approved	Mitochondria
PSMG4	Approved	Nucleus
MAP6D1	Approved	Cytosol
CAPS2	Approved	Centrosome
CAPS2	Approved	Nucleoli
CAPS2	Approved	Nucleus
ZNF792	Approved	Nuclear bodies
ZNF792	Approved	Nucleoplasm
SCRIB	Approved	Rods & Rings
CMTR2	Approved	Cell Junctions
CMTR2	Approved	Nuclear speckles
FAM83H	Approved	Cytosol
ZNF572	Approved	Nuclear speckles
PITPNB	Approved	Cytosol
PITPNB	Approved	Vesicles
TCEAL8	Approved	Nucleoplasm
LRRC57	Approved	Cytosol
LRRC57	Approved	Mitochondria
GPR137C	Approved	Vesicles
FKRP	Approved	Cytosol
FKRP	Approved	Golgi apparatus
FKRP	Approved	Nucleus
TRAPPC5	Approved	Vesicles
SLC26A11	Approved	Golgi apparatus
SLC26A11	Approved	Nucleoplasm
MAPK15	Approved	Cell Junctions
MAPK15	Approved	Cytosol
MAPK15	Approved	Nucleoplasm
PJA1	Approved	Nucleoli
PJA1	Approved	Nucleus
TMEM136	Approved	Cytosol
TMEM136	Approved	Vesicles
FRAT2	Approved	Mitochondria
FRAT2	Approved	Nucleus
ZNF322	Approved	Centrosome
DDX60L	Approved	Cytosol
DDX60L	Approved	Plasma membrane
OGFOD3	Approved	Nucleoplasm
WASH1	Approved	Vesicles
DDN	Approved	Cytosol
DDN	Approved	Nucleoplasm
ZNF467	Approved	Mitochondria
ZNF678	Approved	Cytosol
ZNF678	Approved	Mitochondria
ZNF678	Approved	Nucleoli
TMEM45A	Approved	Intermediate filaments
TMEM45A	Approved	Microtubules
RNF135	Approved	Vesicles
ACBD4	Approved	Nucleus
ACBD4	Approved	Vesicles
MAB21L2	Approved	Nucleoplasm
SETD2	Approved	Cytosol
SETD2	Approved	Nuclear speckles
SLX1B	Approved	Nucleoplasm
TNFSF15	Approved	Cytosol
TNFSF15	Approved	Nuclear membrane
TNFSF15	Approved	Nucleus
PLAG1	Approved	Nuclear speckles
YIPF6	Approved	Vesicles
C5orf30	Approved	Mitochondria
C5orf30	Approved	Nucleus
AMIGO1	Approved	Nuclear bodies
AMIGO1	Approved	Nucleoplasm
COPG1	Approved	Cytosol
COPG1	Approved	Nucleoplasm
RFX7	Approved	Nuclear membrane
RFX7	Approved	Nucleus
RNF41	Approved	Midbody ring
RNF41	Approved	Nuclear bodies
RNF41	Approved	Nucleus
CLDN7	Approved	Vesicles
ZNF329	Approved	Nuclear membrane
ZNF329	Approved	Nucleoplasm
COA4	Approved	Mitochondria
COA4	Approved	Nucleoli fibrillar center
COA4	Approved	Nucleus
PRKAG1	Approved	Cytosol
PRKAG1	Approved	Nucleoplasm
RTKN2	Approved	Mitochondria
RTKN2	Approved	Nucleoplasm
PNMAL1	Approved	Cytosol
PNMAL1	Approved	Nuclear bodies
PNMAL1	Approved	Nucleoplasm
CHST15	Approved	Centrosome
CHST15	Approved	Cytosol
TMEM259	Approved	Endoplasmic reticulum
TMEM259	Approved	Nuclear speckles
FAM181B	Approved	Mitochondria
FAM181B	Approved	Nuclear membrane
DEXI	Approved	Cytosol
DEXI	Approved	Nuclear speckles
FAM89A	Approved	Golgi apparatus
FAM89A	Approved	Nucleoplasm
FAM89A	Approved	Vesicles
TDRKH	Approved	Centrosome
TDRKH	Approved	Cytosol
ERCC6L2	Approved	Nucleoplasm
CREB3L2	Approved	Endoplasmic reticulum
RGMA	Approved	Cytosol
UBA7	Approved	Cytosol
UBA7	Approved	Nucleoplasm
UBA7	Approved	Vesicles
MRPS16	Approved	Cytosol
RAD51B	Approved	Nuclear bodies
RAD51B	Approved	Nucleoplasm
CYB5D1	Approved	Golgi apparatus
CYB5D1	Approved	Nucleoli
UBE2E2	Approved	Nucleoplasm
NLRP10	Approved	Nuclear membrane
NLRP10	Approved	Nucleoplasm
FIGN	Approved	Cell Junctions
FIGN	Approved	Cytosol
FIGN	Approved	Nucleoplasm
FIGN	Approved	Plasma membrane
FIGN	Approved	Vesicles
TMIGD1	Approved	Mitochondria
B4GALNT4	Approved	Cytokinetic bridge
B4GALNT4	Approved	Microtubules
B4GALNT4	Approved	Mitotic spindle
B4GALNT4	Approved	Nucleoplasm
ZSCAN22	Approved	Actin filaments
ZSCAN22	Approved	Cytosol
ZSCAN22	Approved	Plasma membrane
KCNJ14	Approved	Nucleoli
FBXL6	Approved	Nucleus
C1S	Approved	Cytosol
C1S	Approved	Nucleus
GLTPD2	Approved	Vesicles
PLCXD1	Approved	Cytosol
TRAPPC6B	Approved	Endoplasmic reticulum
PGBD4	Approved	Centrosome
PGBD4	Approved	Nucleoplasm
NPLOC4	Approved	Cytosol
TSHZ2	Approved	Golgi apparatus
TSHZ2	Approved	Nucleoplasm
CAPN12	Approved	Focal adhesion sites
CAPN12	Approved	Nucleoplasm
EXOC7	Approved	Cytosol
EXOC7	Approved	Plasma membrane
EXOC7	Approved	Vesicles
BGN	Approved	Endoplasmic reticulum
BGN	Approved	Golgi apparatus
FES	Approved	Cytosol
FES	Approved	Nucleus
FES	Approved	Vesicles
MXRA7	Approved	Endoplasmic reticulum
MXRA7	Approved	Nucleus
ADI1	Approved	Golgi apparatus
RWDD4	Approved	Intermediate filaments
CSF1R	Approved	Vesicles
EPGN	Approved	Cytosol
EPGN	Approved	Nuclear membrane
EPGN	Approved	Nucleus
C2orf82	Approved	Nucleoli
C2orf82	Approved	Nucleus
TRAK1	Approved	Endoplasmic reticulum
TRAK1	Approved	Nucleoplasm
PLCB1	Approved	Plasma membrane
NDN	Approved	Cytosol
NDN	Approved	Nucleoplasm
TTC3	Approved	Nucleoli
TTC3	Approved	Nucleus
KCNB2	Approved	Midbody
KCNB2	Approved	Nucleoli
KCNB2	Approved	Plasma membrane
BRICD5	Approved	Actin filaments
BRICD5	Approved	Nucleoplasm
IGIP	Approved	Vesicles
TSKU	Approved	Nuclear bodies
TSKU	Approved	Nucleus
HOXB4	Approved	Centrosome
HOXB4	Approved	Nucleus
SLC35D3	Approved	Microtubule organizing center
PAQR7	Approved	Cytosol
HCAR2	Approved	Cell Junctions
GSTA5	Approved	Cytosol
C1orf116	Approved	Plasma membrane
CRIP2	Approved	Nucleoli
CRIP2	Approved	Nucleus
CRIP2	Approved	Plasma membrane
C16orf72	Approved	Nucleoplasm
C16orf72	Approved	Vesicles
PLCXD3	Approved	Golgi apparatus
ALG12	Approved	Endoplasmic reticulum
LCK	Approved	Golgi apparatus
GALNT9	Approved	Vesicles
COL18A1	Approved	Golgi apparatus
TCHHL1	Approved	Nuclear membrane
TCHHL1	Approved	Nucleoli
RGS7	Approved	Nucleus
ZNF721	Approved	Cytosol
ZNF721	Approved	Microtubule organizing center
CEP63	Approved	Nucleoplasm
CNOT10	Approved	Centrosome
CNOT10	Approved	Cytosol
CNOT10	Approved	Nucleoplasm
ZNF320	Approved	Cytosol
ZNF320	Approved	Nucleoli
C12orf60	Approved	Cytosol
C12orf60	Approved	Nucleus
AP2A2	Approved	Nucleoplasm
SLC8A1	Approved	Nucleoplasm
PCP4	Approved	Cytosol
PCP4	Approved	Nucleoli
PCP4	Approved	Nucleus
SLC25A10	Approved	Nucleoplasm
CAMK1D	Approved	Cytosol
CAMK1D	Approved	Nucleus
LYSMD4	Approved	Actin filaments
LYSMD4	Approved	Cytosol
NKX2-5	Approved	Cytosol
NKX2-5	Approved	Nucleoplasm
AFMID	Approved	Mitochondria
GAS6	Approved	Cytosol
GAS6	Approved	Microtubule organizing center
GPC6	Approved	Golgi apparatus
GPC6	Approved	Vesicles
ARHGEF37	Approved	Cytosol
FAM43B	Approved	Cytosol
CSMD1	Approved	Vesicles
CALHM3	Approved	Nucleoplasm
CEP57L1	Approved	Cytosol
CEP57L1	Approved	Plasma membrane
SMDT1	Approved	Nucleus
C2CD4C	Approved	Vesicles
RUVBL2	Approved	Centrosome
GDPGP1	Approved	Cytosol
PRR36	Approved	Golgi apparatus
PRR36	Approved	Nucleus
ABHD16B	Approved	Nucleoplasm
PLGLB1	Approved	Vesicles
SEP15	Approved	Cytosol
SEP15	Approved	Nucleoli
CECR6	Approved	Nucleoplasm
CECR6	Approved	Plasma membrane
CECR6	Approved	Vesicles
ZNF623	Approved	Nucleus
JRKL	Approved	Vesicles
KIAA2026	Approved	Cytosol
KIAA2026	Approved	Nucleus
KIAA2026	Approved	Vesicles
FHL3	Approved	Nucleus
C19orf71	Approved	Cytosol
C19orf71	Approved	Endoplasmic reticulum
C19orf71	Approved	Plasma membrane
CCDC159	Approved	Cytosol
CCDC159	Approved	Nuclear bodies
CCDC159	Approved	Nucleoplasm
LRIT3	Approved	Cytosol
LRIT3	Approved	Mitochondria
LRIT3	Approved	Nucleoplasm
NPIPA1	Approved	Nucleoplasm
TRIM61	Approved	Endoplasmic reticulum
TRIM61	Approved	Nucleoli fibrillar center
GTF2H2C	Approved	Nuclear speckles
ASB7	Approved	Golgi apparatus
ASB7	Approved	Nucleus
ASB7	Approved	Vesicles
MEX3B	Approved	Cytosol
MEX3B	Approved	Nucleoplasm
FAM46C	Approved	Nucleoplasm
UTP11L	Approved	Nucleus
PSMG1	Approved	Nucleoplasm
PRR14L	Approved	Nucleoplasm
SETD3	Approved	Mitochondria
FAM167B	Approved	Actin filaments
MRPL54	Approved	Mitochondria
HMCES	Approved	Nucleus
ZNF530	Approved	Vesicles
KLHL25	Approved	Cytosol
KLHL25	Approved	Nucleoplasm
TRMT12	Approved	Mitochondria
TRMT12	Approved	Nucleoplasm
GPR1	Approved	Vesicles
FAM101B	Approved	Actin filaments
FAM101B	Approved	Cytosol
FAM101B	Approved	Plasma membrane
LHFP	Approved	Nucleoli
CMTM4	Approved	Golgi apparatus
CMTM4	Approved	Plasma membrane
CMTM4	Approved	Vesicles
TMEM50A	Approved	Actin filaments
TMEM50A	Approved	Cytosol
TMEM50A	Approved	Plasma membrane
CBX6	Approved	Mitochondria
CBX6	Approved	Nucleus
MACC1	Approved	Mitochondria
KREMEN1	Approved	Cytosol
KREMEN1	Approved	Nuclear bodies
KREMEN1	Approved	Nucleoplasm
TRAIP	Approved	Cytosol
KCTD16	Approved	Nuclear speckles
SLC35F3	Approved	Golgi apparatus
SLC35F3	Approved	Nucleoli
KCTD8	Approved	Vesicles
NPIPA5	Approved	Nucleoplasm
RBM12B	Approved	Nucleoplasm
BTBD9	Approved	Nucleoplasm
NUDT14	Approved	Microtubules
NUDT14	Approved	Nucleoli
FAM3B	Approved	Vesicles
IQGAP3	Approved	Nucleoli
IQGAP3	Approved	Nucleus
TOB2	Approved	Cytosol
ARSI	Approved	Golgi apparatus
UTY	Approved	Nucleoli
C1orf64	Approved	Nucleoplasm
TTC32	Approved	Mitochondria
TTC32	Approved	Nucleoplasm
DNAH2	Approved	Microtubules
DENND5A	Approved	Golgi apparatus
DENND5A	Approved	Vesicles
TBX1	Approved	Cytoplasmic bodies
TBX1	Approved	Nuclear bodies
FAM120C	Approved	Nuclear speckles
LRTOMT	Approved	Microtubules
LRTOMT	Approved	Nucleoli
FAM132A	Approved	Vesicles
SCFD2	Approved	Nucleus
UBE2F	Approved	Cytosol
GPR173	Approved	Cytosol
GPR173	Approved	Plasma membrane
PGP	Approved	Nuclear bodies
C22orf46	Approved	Nucleoli
C22orf46	Approved	Nucleus
CMSS1	Approved	Mitochondria
CMSS1	Approved	Nuclear membrane
CMSS1	Approved	Nucleoli
CMSS1	Approved	Nucleus
PCDH9	Approved	Centrosome
PCDH9	Approved	Nucleoplasm
ACOT1	Approved	Mitochondria
OAF	Approved	Nucleus
CDR1	Approved	Centrosome
CDR1	Approved	Golgi apparatus
CDR1	Approved	Nucleoplasm
HIST2H2AB	Approved	Nucleus
TM2D3	Approved	Cytosol
TM2D3	Approved	Nucleoplasm
TSSC4	Approved	Cytosol
TSSC4	Approved	Nucleoplasm
TACSTD2	Approved	Nucleoli
TACSTD2	Approved	Vesicles
SIX6	Approved	Nucleoplasm
ZDHHC23	Approved	Nucleus
SLIT3	Approved	Cell Junctions
EFNA5	Approved	Cytosol
EFNA5	Approved	Vesicles
PKP3	Approved	Cytosol
PKP3	Approved	Nucleoplasm
MAP7D2	Approved	Cytosol
MAP7D2	Approved	Nucleoplasm
ACTRT3	Approved	Nucleoplasm
PLA2G6	Approved	Cytosol
PLA2G6	Approved	Microtubule organizing center
MAML2	Approved	Cytosol
COPB2	Approved	Cytosol
THAP7	Approved	Nucleus
THAP7	Approved	Vesicles
POU3F2	Approved	Nucleus
FOXD4L1	Approved	Nucleus
TMEM255B	Approved	Nucleoplasm
HDDC3	Approved	Cytosol
HDDC3	Approved	Nucleoplasm
ZFP1	Approved	Nucleus
CEND1	Approved	Mitochondria
DUSP8	Approved	Cytosol
SOCS3	Approved	Cytosol
SNN	Approved	Cytosol
NELL2	Approved	Vesicles
MED12	Approved	Nucleoplasm
FOXD4L4	Approved	Nucleus
ZBTB40	Approved	Nucleus
HIST2H2BE	Approved	Cytosol
HIST2H2BE	Approved	Nucleoplasm
SEPT5	Approved	Actin filaments
SEPT5	Approved	Cytosol
SEPT5	Approved	Nucleoplasm
OSBP2	Approved	Cytosol
APOO	Approved	Cytosol
APOO	Approved	Mitochondria
PRR16	Approved	Cytosol
PRR16	Approved	Midbody
PRR16	Approved	Nucleus
TMEM186	Approved	Cell Junctions
RBM33	Approved	Nucleoplasm
ARMCX2	Approved	Mitochondria
ARMCX2	Approved	Nucleus
BTBD6	Approved	Nucleoplasm
RBM43	Approved	Nucleoli
RBM43	Approved	Nucleus
IMMP2L	Approved	Mitochondria
TCEAL2	Approved	Cytosol
TCEAL2	Approved	Nuclear speckles
FMNL1	Approved	Cytosol
PTRHD1	Approved	Nucleoplasm
ZFP90	Approved	Centrosome
ZFP90	Approved	Plasma membrane
ZFP90	Approved	Vesicles
USP18	Approved	Cytosol
SORCS2	Approved	Cytosol
SORCS2	Approved	Nucleus
TMEM121	Approved	Cytosol
BRI3BP	Approved	Mitochondria
BRI3BP	Approved	Nucleoplasm
DGAT1	Approved	Endoplasmic reticulum
DGAT1	Approved	Nucleoli
ROBO2	Approved	Microtubule organizing center
ROBO2	Approved	Nucleus
UBOX5	Approved	Nucleoplasm
MAFF	Approved	Mitochondria
BRF1	Approved	Nuclear bodies
BRF1	Approved	Nucleoplasm
ANKS1B	Approved	Cytosol
ANKS1B	Approved	Plasma membrane
ANKS1B	Approved	Vesicles
MANEAL	Approved	Golgi apparatus
FAM43A	Approved	Vesicles
HIST1H2BL	Approved	Cytosol
HIST1H2BL	Approved	Nucleoplasm
INPP5J	Approved	Cytosol
INPP5J	Approved	Nucleoli
MIXL1	Approved	Nucleus
LRRC37B	Approved	Cytosol
DDX51	Approved	Cytosol
DDX51	Approved	Nucleoli
DDX51	Approved	Nucleus
SIGIRR	Approved	Cytosol
SIGIRR	Approved	Nucleoli fibrillar center
NRBP2	Approved	Cytosol
TNFAIP2	Approved	Cytosol
TNFAIP2	Approved	Golgi apparatus
TNFAIP2	Approved	Nuclear membrane
TNFAIP2	Approved	Nucleus
ZNF445	Approved	Cytosol
ZNF445	Approved	Mitochondria
ZNF445	Approved	Nucleus
WBP5	Approved	Cytosol
