hgnc	status	subcellular_location
SLC35E1	Validated	Golgi apparatus
GFER	Validated	Cytosol
GFER	Validated	Mitochondria
CHTF18	Validated	Nucleoplasm
TUBA4A	Validated	Microtubules
AAMP	Validated	Cytosol
PNKD	Validated	Mitochondria
ECHS1	Validated	Mitochondria
AKAP9	Validated	Golgi apparatus
HIP1	Validated	Vesicles
RBM48	Validated	Nucleoplasm
LIF	Validated	Cytosol
MYO1B	Validated	Plasma membrane
HOXD3	Validated	Nucleoplasm
OSGEPL1	Validated	Mitochondria
HAT1	Validated	Nucleoplasm
INO80	Validated	Nuclear bodies
INO80	Validated	Nucleoplasm
FAM63B	Validated	Nucleoplasm
IVD	Validated	Mitochondria
COPB1	Validated	Cytosol
COPB1	Validated	Golgi apparatus
COPB1	Validated	Vesicles
PSMA1	Validated	Nucleoplasm
SERGEF	Validated	Cytosol
SERGEF	Validated	Nucleoplasm
SOX15	Validated	Nucleus
FAM64A	Validated	Nucleus
CCNT1	Validated	Nucleoplasm
KRI1	Validated	Nucleoli
MTUS1	Validated	Microtubules
MAP7D3	Validated	Centrosome
TTI2	Validated	Centrosome
CBFA2T3	Validated	Nucleoplasm
PRKCSH	Validated	Endoplasmic reticulum
TOMM40	Validated	Mitochondria
NSUN5	Validated	Nucleoli
NSUN5	Validated	Nucleus
SNX9	Validated	Cytosol
SNX9	Validated	Plasma membrane
MLLT4	Validated	Cell Junctions
MLLT4	Validated	Plasma membrane
FCHO1	Validated	Cytosol
FCHO1	Validated	Nucleoplasm
MAP1S	Validated	Cytosol
TRIM28	Validated	Nucleoplasm
ZC3H4	Validated	Cytosol
ZC3H4	Validated	Nucleoplasm
ATPIF1	Validated	Mitochondria
HIP1R	Validated	Cytosol
HIP1R	Validated	Plasma membrane
HIP1R	Validated	Vesicles
ZNF317	Validated	Nucleoplasm
EIF3G	Validated	Cytosol
DNMT1	Validated	Nucleoplasm
NOL11	Validated	Nucleoli
SLC35D2	Validated	Golgi apparatus
UBA1	Validated	Nucleoplasm
POLN	Validated	Nucleoplasm
MRPS25	Validated	Mitochondria
RBSN	Validated	Vesicles
PSME3	Validated	Nucleoplasm
PPFIA1	Validated	Cytosol
PPFIA1	Validated	Focal adhesion sites
MAP1B	Validated	Cytosol
TOP2A	Validated	Nucleus
MCCC2	Validated	Mitochondria
VIMP	Validated	Endoplasmic reticulum
SNRPA1	Validated	Nuclear speckles
DNAJB1	Validated	Cytosol
DNAJB1	Validated	Nucleus
PPARG	Validated	Nucleus
PPARG	Validated	Vesicles
PTCD3	Validated	Mitochondria
IMMT	Validated	Mitochondria
RPA1	Validated	Nucleoplasm
GRSF1	Validated	Mitochondria
H3F3B	Validated	Nucleoplasm
ZRANB2	Validated	Nucleus
EIF5A	Validated	Cytosol
EIF5A	Validated	Nucleoplasm
ERAL1	Validated	Cytosol
ERAL1	Validated	Mitochondria
NES	Validated	Intermediate filaments
TOE1	Validated	Nuclear bodies
TOE1	Validated	Nucleoplasm
NASP	Validated	Nucleoplasm
CTNNBL1	Validated	Nucleoplasm
RSG1	Validated	Nucleoplasm
MYH10	Validated	Actin filaments
MYH10	Validated	Cytosol
MYH10	Validated	Mitochondria
SPG20	Validated	Cytosol
SPG20	Validated	Plasma membrane
MORC4	Validated	Nucleoplasm
SRRM1	Validated	Nuclear speckles
CNDP2	Validated	Nucleoplasm
SPINK5	Validated	Vesicles
AMPD3	Validated	Nuclear membrane
HSD17B4	Validated	Peroxisomes
MED6	Validated	Nucleoplasm
EIF2S1	Validated	Cytosol
MBD2	Validated	Nucleoplasm
MRPS36	Validated	Mitochondria
CCNB1	Validated	Cytosol
VHL	Validated	Nucleoplasm
DPH6	Validated	Nucleoli
DPH6	Validated	Nucleus
PPHLN1	Validated	Nucleoplasm
GRHL1	Validated	Golgi apparatus
GRHL1	Validated	Nucleus
GRHL1	Validated	Vesicles
TIMM17A	Validated	Mitochondria
NARS	Validated	Cytosol
SOX3	Validated	Nucleoplasm
YARS	Validated	Cytosol
CDCA8	Validated	Cytokinetic bridge
CDCA8	Validated	Nucleoli
GNL2	Validated	Nucleoli
AGO4	Validated	Cytosol
AGO4	Validated	Nucleoplasm
PRPF38A	Validated	Nucleus
ELP2	Validated	Cytosol
DSC3	Validated	Cell Junctions
TIMM10	Validated	Mitochondria
CLOCK	Validated	Nucleoplasm
ARGLU1	Validated	Mitochondria
ARGLU1	Validated	Nucleoplasm
ETS1	Validated	Nucleoplasm
ANXA1	Validated	Cytosol
ANXA1	Validated	Nucleoplasm
ANXA1	Validated	Plasma membrane
GOLM1	Validated	Golgi apparatus
PSAT1	Validated	Cytosol
TES	Validated	Cytosol
TES	Validated	Focal adhesion sites
CEP162	Validated	Cytosol
CEP162	Validated	Plasma membrane
ORC3	Validated	Nucleoplasm
NAT10	Validated	Nucleoli
CAPRIN1	Validated	Cytosol
HNRNPA1	Validated	Nucleoplasm
ACVR1B	Validated	Cytosol
LTV1	Validated	Cytosol
LTV1	Validated	Nucleoplasm
RAB11FIP5	Validated	Microtubule organizing center
RAB11FIP5	Validated	Vesicles
USP15	Validated	Cytosol
URB2	Validated	Nucleoli
GLUL	Validated	Cytosol
STX6	Validated	Golgi apparatus
STX6	Validated	Nucleoplasm
DHX9	Validated	Nucleus
DNAJB2	Validated	Nuclear membrane
CYP27A1	Validated	Mitochondria
COX5B	Validated	Mitochondria
GCC2	Validated	Golgi apparatus
MRPS9	Validated	Mitochondria
KIAA1033	Validated	Nucleoplasm
RNASEH2B	Validated	Nucleus
CKAP2	Validated	Microtubules
THSD1	Validated	Cytosol
SUCLA2	Validated	Mitochondria
ITM2B	Validated	Golgi apparatus
ITM2B	Validated	Vesicles
TNS3	Validated	Focal adhesion sites
IGF2BP3	Validated	Cytosol
NUPL2	Validated	Nucleus
TBRG4	Validated	Mitochondria
CCM2	Validated	Mitochondria
SRSF1	Validated	Nucleoplasm
VEZF1	Validated	Nucleoplasm
TACO1	Validated	Mitochondria
ACTL6A	Validated	Nucleoplasm
MRPL47	Validated	Mitochondria
TRA2B	Validated	Nucleoplasm
EPRS	Validated	Cytosol
RPS6KC1	Validated	Cytosol
RPS6KC1	Validated	Endosomes
RPS6KC1	Validated	Lysosomes
IMP4	Validated	Nucleoli
TXN	Validated	Cytosol
TXN	Validated	Nucleus
C9orf78	Validated	Nucleoplasm
FAM129B	Validated	Cytosol
CDK5RAP2	Validated	Centrosome
PRPF4	Validated	Nuclear speckles
GOLGA1	Validated	Golgi apparatus
DERL1	Validated	Endoplasmic reticulum
MYC	Validated	Nucleoplasm
APTX	Validated	Nucleoli
APTX	Validated	Nucleus
HINT2	Validated	Mitochondria
RPS6	Validated	Cytosol
RPS6	Validated	Endoplasmic reticulum
CMTR1	Validated	Cytosol
CMTR1	Validated	Nucleoplasm
TFAP2A	Validated	Nucleoplasm
YIPF3	Validated	Golgi apparatus
TMEM63B	Validated	Actin filaments
TMEM63B	Validated	Plasma membrane
TUBB2A	Validated	Microtubules
RIPK1	Validated	Cytosol
RIPK1	Validated	Plasma membrane
NRM	Validated	Nuclear membrane
TAF8	Validated	Nucleus
NUMA1	Validated	Nucleoplasm
CCDC90B	Validated	Mitochondria
RAB30	Validated	Vesicles
TGS1	Validated	Cytosol
BUD13	Validated	Nucleus
RDX	Validated	Plasma membrane
FDX1	Validated	Mitochondria
C11orf1	Validated	Nucleoplasm
SQRDL	Validated	Mitochondria
CTDSPL2	Validated	Nucleoplasm
SLTM	Validated	Nuclear bodies
SLTM	Validated	Nucleoplasm
NDUFAF1	Validated	Cytosol
KIF23	Validated	Nucleoplasm
CASC5	Validated	Nuclear bodies
CASC5	Validated	Nucleoplasm
RPLP1	Validated	Cytosol
RPLP1	Validated	Endoplasmic reticulum
RMDN3	Validated	Mitochondria
RSL24D1	Validated	Nucleoli
RSL24D1	Validated	Nucleus
RTCA	Validated	Nucleus
PNPT1	Validated	Mitochondria
LRPPRC	Validated	Mitochondria
KIF20B	Validated	Nucleoplasm
ATIC	Validated	Cytosol
ATIC	Validated	Plasma membrane
OLA1	Validated	Cytosol
HNRNPD	Validated	Nucleoplasm
G3BP2	Validated	Cytosol
USO1	Validated	Golgi apparatus
PPP3CA	Validated	Nucleoplasm
RGS3	Validated	Cytosol
RGS3	Validated	Nucleoplasm
ETV6	Validated	Nucleoli
SCAF11	Validated	Nucleoplasm
LLPH	Validated	Nucleoli
NABP2	Validated	Nucleoplasm
SMARCC2	Validated	Nucleoplasm
RB1	Validated	Nucleoplasm
SETD1B	Validated	Nucleoplasm
RTN1	Validated	Endoplasmic reticulum
WARS	Validated	Cytosol
CDAN1	Validated	Cytosol
ETFA	Validated	Mitochondria
WDR61	Validated	Nucleoplasm
MAN2C1	Validated	Nucleoplasm
PML	Validated	Nuclear bodies
FANCI	Validated	Nucleoplasm
TICRR	Validated	Nucleoplasm
MCTP2	Validated	Cytosol
MCTP2	Validated	Nucleoplasm
CRTC3	Validated	Cytosol
CRTC3	Validated	Nucleoplasm
GLYR1	Validated	Nucleoplasm
UQCRC2	Validated	Mitochondria
IRF8	Validated	Nucleoplasm
NCOR1	Validated	Cytosol
NCOR1	Validated	Nucleoplasm
CLTC	Validated	Endosomes
CLTC	Validated	Lysosomes
AFG3L2	Validated	Mitochondria
PELP1	Validated	Nucleoli
PELP1	Validated	Nucleus
WRAP53	Validated	Cytosol
WRAP53	Validated	Nuclear bodies
TP53	Validated	Nucleoplasm
ARHGDIA	Validated	Cytosol
ANAPC11	Validated	Nucleoli
ANAPC11	Validated	Nucleoplasm
RPTOR	Validated	Lysosomes
CBX8	Validated	Nucleoplasm
CBX4	Validated	Nucleoplasm
BRD4	Validated	Nucleoplasm
NFIC	Validated	Nucleus
SH3GL1	Validated	Cytosol
ATHL1	Validated	Cytosol
CARM1	Validated	Nucleoplasm
NOSIP	Validated	Nucleus
PRDM16	Validated	Nucleoplasm
PEX14	Validated	Peroxisomes
ZNF593	Validated	Nucleoli
ZNF593	Validated	Nucleus
SERBP1	Validated	Cytosol
PFDN2	Validated	Cytosol
PRCC	Validated	Nuclear speckles
HDGF	Validated	Nucleoplasm
TOR1AIP1	Validated	Nuclear membrane
ZNF687	Validated	Nucleoplasm
SETDB1	Validated	Nucleoplasm
MCL1	Validated	Mitochondria
POGZ	Validated	Nucleoplasm
DTL	Validated	Nucleus
TAF1A	Validated	Microtubules
TAF1A	Validated	Nucleus
TAF1A	Validated	Vesicles
TP53BP2	Validated	Cell Junctions
TP53BP2	Validated	Cytosol
GATAD2B	Validated	Nucleoplasm
ILF2	Validated	Nucleus
C1orf131	Validated	Nucleoli
GALNT2	Validated	Golgi apparatus
CEP170	Validated	Centrosome
CEP170	Validated	Cytosol
NVL	Validated	Nucleoli
PARP1	Validated	Nucleus
LBR	Validated	Nuclear membrane
SOX13	Validated	Nucleoplasm
VPS54	Validated	Golgi apparatus
ASXL2	Validated	Nucleoplasm
PKP4	Validated	Cell Junctions
HSPD1	Validated	Mitochondria
STK11IP	Validated	Vesicles
EAF1	Validated	Nucleoplasm
CSRNP1	Validated	Nucleoplasm
NR1I2	Validated	Nucleoplasm
ALDH1L1	Validated	Cytosol
LPP	Validated	Cytosol
LPP	Validated	Focal adhesion sites
VPRBP	Validated	Nucleoli fibrillar center
VPRBP	Validated	Nucleus
EIF2B5	Validated	Cytosol
FIP1L1	Validated	Nucleoplasm
CENPC	Validated	Nuclear bodies
CENPC	Validated	Nucleoplasm
OCIAD2	Validated	Mitochondria
KLHL8	Validated	Nucleoplasm
CCNA2	Validated	Cytosol
CCNA2	Validated	Nucleoplasm
NAF1	Validated	Nucleus
RPS3A	Validated	Cytosol
RPS3A	Validated	Endoplasmic reticulum
RPS3A	Validated	Nucleoli
DDX46	Validated	Nuclear speckles
G3BP1	Validated	Cytosol
FAM50B	Validated	Cytokinetic bridge
FAM50B	Validated	Nucleoplasm
DCDC2	Validated	Cytosol
FAM193B	Validated	Nucleus
PM20D2	Validated	Nucleoplasm
SCML4	Validated	Nucleoplasm
SLC2A12	Validated	Cell Junctions
SLC2A12	Validated	Plasma membrane
WTAP	Validated	Nuclear speckles
CCZ1B	Validated	Vesicles
EGFR	Validated	Plasma membrane
MDH2	Validated	Mitochondria
C7orf43	Validated	Microtubule organizing center
C7orf43	Validated	Vesicles
ZC3HAV1L	Validated	Cytosol
NOM1	Validated	Nucleoli
MSN	Validated	Plasma membrane
NDUFB11	Validated	Mitochondria
TAF1	Validated	Nucleoplasm
NONO	Validated	Nucleoplasm
NSDHL	Validated	Endoplasmic reticulum
NSDHL	Validated	Lipid droplets
RPL10	Validated	Cytosol
RPL10	Validated	Endoplasmic reticulum
HMBOX1	Validated	Cytosol
HMBOX1	Validated	Nuclear bodies
HMBOX1	Validated	Nucleoplasm
DOCK5	Validated	Cytosol
MRPS28	Validated	Mitochondria
MTDH	Validated	Endoplasmic reticulum
EBAG9	Validated	Golgi apparatus
GSDMC	Validated	Mitochondria
UHRF2	Validated	Nucleoplasm
CDKN2A	Validated	Nucleoli
ZCCHC7	Validated	Cytosol
ZCCHC7	Validated	Nucleoli
STOM	Validated	Cytosol
SURF2	Validated	Nucleoli
SURF2	Validated	Nucleus
SURF6	Validated	Nucleoli
GTF3C5	Validated	Nucleoplasm
NTMT1	Validated	Cytosol
NTMT1	Validated	Nucleoplasm
CIZ1	Validated	Nucleoplasm
PARD3	Validated	Cell Junctions
MKI67	Validated	Nuclear bodies
MKI67	Validated	Nucleoli
MKI67	Validated	Nucleus
PPRC1	Validated	Nucleoplasm
CNNM2	Validated	Vesicles
CELF1	Validated	Nucleoplasm
SERPINH1	Validated	Endoplasmic reticulum
NCAM1	Validated	Cytosol
NCAM1	Validated	Plasma membrane
C11orf52	Validated	Cell Junctions
MTA2	Validated	Nucleoplasm
NUDT22	Validated	Nucleoplasm
PLCB3	Validated	Nucleoplasm
HIRIP3	Validated	Nucleus
DOCK1	Validated	Nucleus
DIXDC1	Validated	Cytosol
DLAT	Validated	Mitochondria
IPMK	Validated	Nucleus
TWF1	Validated	Cytosol
EIF4E	Validated	Cytoplasmic bodies
EIF4E	Validated	Cytosol
MAGI1	Validated	Cell Junctions
MAGI1	Validated	Nucleoplasm
SLC25A31	Validated	Mitochondria
KIN	Validated	Nucleus
BAG3	Validated	Cytosol
BAG3	Validated	Plasma membrane
GLT1D1	Validated	Cytosol
PTPN14	Validated	Nucleoplasm
SPC25	Validated	Cytosol
TGOLN2	Validated	Golgi apparatus
TGOLN2	Validated	Nucleoplasm
SLC30A6	Validated	Golgi apparatus
HNRNPDL	Validated	Nucleoplasm
RAD17	Validated	Nucleoplasm
CWC27	Validated	Nucleoplasm
CDYL	Validated	Nucleoplasm
CAST	Validated	Cytosol
CAST	Validated	Endoplasmic reticulum
CLGN	Validated	Endoplasmic reticulum
RANBP2	Validated	Nuclear membrane
RANBP2	Validated	Vesicles
NMRAL1	Validated	Nucleus
GTF2E1	Validated	Nucleus
ZDHHC7	Validated	Golgi apparatus
SREK1	Validated	Nuclear speckles
SREK1	Validated	Nucleoplasm
AK5	Validated	Cytosol
TBRG1	Validated	Nucleus
TOMM70A	Validated	Mitochondria
PRKCA	Validated	Cytosol
PRKCA	Validated	Plasma membrane
UCHL1	Validated	Cytosol
MIA3	Validated	Vesicles
FAM167A	Validated	Endoplasmic reticulum
TRIM11	Validated	Cytosol
TRIM11	Validated	Nucleus
ENAH	Validated	Cytosol
ENAH	Validated	Focal adhesion sites
ENAH	Validated	Plasma membrane
BUB3	Validated	Nucleoplasm
CXADR	Validated	Cell Junctions
CXADR	Validated	Plasma membrane
GABPA	Validated	Nucleoplasm
ADAMTS1	Validated	Cytosol
TSEN2	Validated	Nucleoplasm
XPC	Validated	Nucleus
XPC	Validated	Plasma membrane
CCDC174	Validated	Nucleoplasm
CXXC1	Validated	Nucleus
AK9	Validated	Nuclear membrane
AK9	Validated	Nucleoplasm
MMS19	Validated	Nucleoplasm
SLC16A1	Validated	Cell Junctions
SLC16A1	Validated	Plasma membrane
NIFK	Validated	Nucleoli
MIER3	Validated	Nucleoplasm
SPAG17	Validated	Nucleoplasm
RNF20	Validated	Nucleoplasm
ELMSAN1	Validated	Nucleoplasm
BATF	Validated	Nucleoplasm
DRAM2	Validated	Golgi apparatus
DRAM2	Validated	Vesicles
SCAF4	Validated	Nucleoplasm
HKDC1	Validated	Mitochondria
HK1	Validated	Mitochondria
PHF6	Validated	Nucleoli
PHF6	Validated	Nucleus
RAB11FIP1	Validated	Vesicles
ATAD2	Validated	Nucleoplasm
MALSU1	Validated	Mitochondria
ZFYVE9	Validated	Cytosol
ZFYVE9	Validated	Vesicles
CPT2	Validated	Mitochondria
CCNB2	Validated	Cytosol
SLC38A10	Validated	Golgi apparatus
C12orf43	Validated	Nucleoli
RER1	Validated	Golgi apparatus
NCK1	Validated	Cytosol
NCK1	Validated	Plasma membrane
EYA3	Validated	Nucleoplasm
CUL4B	Validated	Nucleoplasm
MITD1	Validated	Vesicles
ZC3H18	Validated	Nuclear speckles
C11orf30	Validated	Nucleoplasm
USF1	Validated	Nucleoplasm
NDUFS2	Validated	Mitochondria
NDUFS2	Validated	Nucleoplasm
CCAR2	Validated	Nuclear bodies
CCAR2	Validated	Nucleoplasm
MRPL10	Validated	Mitochondria
SON	Validated	Nuclear speckles
HOXB13	Validated	Nucleoplasm
CCDC24	Validated	Cytosol
CCDC24	Validated	Plasma membrane
RUNX1	Validated	Nucleoplasm
RUNX1	Validated	Vesicles
MORC3	Validated	Nucleoplasm
PSMD4	Validated	Cytosol
PSMD4	Validated	Nucleoplasm
CTBP1	Validated	Nucleoplasm
FAM131B	Validated	Cytosol
FAM131B	Validated	Nucleoplasm
CCDC107	Validated	Nucleoplasm
CCDC107	Validated	Plasma membrane
BSDC1	Validated	Golgi apparatus
NDUFV3	Validated	Mitochondria
PKNOX1	Validated	Nucleoplasm
U2AF1	Validated	Nucleoplasm
RRP1B	Validated	Nucleoli
PDXK	Validated	Nucleus
RRP1	Validated	Nucleoli
PCNT	Validated	Centrosome
PRMT2	Validated	Cytosol
PRMT2	Validated	Nucleoplasm
C19orf47	Validated	Nucleoplasm
CFAP157	Validated	Cytosol
CFAP157	Validated	Plasma membrane
SAFB	Validated	Nucleoplasm
CHTOP	Validated	Nuclear speckles
ZBTB7B	Validated	Nucleoplasm
SHC1	Validated	Cytosol
ADAR	Validated	Nucleoli
ADAR	Validated	Nucleus
CRTC2	Validated	Nucleoplasm
PMF1	Validated	Nucleoplasm
NACC1	Validated	Nucleoplasm
IER2	Validated	Nucleoplasm
TONSL	Validated	Nucleoplasm
RECQL4	Validated	Nucleus
SH2B2	Validated	Cytosol
SQSTM1	Validated	Cytosol
SQSTM1	Validated	Vesicles
RPL8	Validated	Cytosol
RPL8	Validated	Endoplasmic reticulum
RPL8	Validated	Nucleoli
MAML1	Validated	Nucleoplasm
NAPEPLD	Validated	Cytosol
BDH1	Validated	Mitochondria
FDXR	Validated	Mitochondria
SAP30BP	Validated	Nucleoplasm
ACOX1	Validated	Vesicles
CYGB	Validated	Nuclear speckles
RACGAP1	Validated	Nucleoplasm
LARP4	Validated	Cytosol
LEMD2	Validated	Nuclear membrane
RPL29	Validated	Cytosol
RPL29	Validated	Endoplasmic reticulum
RPL29	Validated	Nucleoli
SYVN1	Validated	Endoplasmic reticulum
ZFPL1	Validated	Golgi apparatus
RPS6KA4	Validated	Nucleus
GMEB1	Validated	Nucleoplasm
RBBP4	Validated	Nucleoplasm
NFIA	Validated	Nucleoplasm
TM2D1	Validated	Nucleoplasm
FUBP1	Validated	Nucleoplasm
DNAJB4	Validated	Cytosol
DNAJB4	Validated	Nucleoplasm
DNAJB4	Validated	Plasma membrane
C1orf52	Validated	Nucleus
ZNF326	Validated	Golgi apparatus
ZNF326	Validated	Nucleoplasm
ZNF326	Validated	Vesicles
ZNF281	Validated	Nucleoplasm
PEX19	Validated	Peroxisomes
ATF3	Validated	Nucleoli
ATF3	Validated	Nucleus
RBM15	Validated	Nucleoplasm
TFB2M	Validated	Mitochondria
WDR26	Validated	Cytosol
WDR26	Validated	Nucleoplasm
DPY30	Validated	Golgi apparatus
DPY30	Validated	Nucleoplasm
SMARCAD1	Validated	Nucleoplasm
LYSMD1	Validated	Nucleus
ERCC3	Validated	Nucleoplasm
IWS1	Validated	Nucleoplasm
CGGBP1	Validated	Nucleus
APOA1BP	Validated	Cytosol
APOA1BP	Validated	Nucleoplasm
ELF3	Validated	Nucleoplasm
SGOL2	Validated	Nucleoplasm
PRKCI	Validated	Cytokinetic bridge
PRKCI	Validated	Cytosol
PRKCI	Validated	Microtubules
RYBP	Validated	Nucleoplasm
PPP4R2	Validated	Nucleoplasm
GTPBP8	Validated	Mitochondria
ALB	Validated	Endoplasmic reticulum
ALB	Validated	Golgi apparatus
TOPBP1	Validated	Nucleus
FYCO1	Validated	Vesicles
RPN1	Validated	Endoplasmic reticulum
RFC4	Validated	Nucleoplasm
BAP1	Validated	Nucleoplasm
TKT	Validated	Nucleoplasm
PRKCD	Validated	Cytosol
SFMBT1	Validated	Nucleoplasm
GNL3	Validated	Nucleoli
FAM208A	Validated	Nucleoplasm
LRPAP1	Validated	Endoplasmic reticulum
UBXN7	Validated	Nucleoplasm
RNF168	Validated	Nuclear bodies
RNF168	Validated	Nucleoplasm
AIMP1	Validated	Cytosol
APEH	Validated	Cytosol
PITX2	Validated	Nucleus
NAA15	Validated	Cytosol
ABCE1	Validated	Cytosol
NDUFAF2	Validated	Mitochondria
GRPEL2	Validated	Mitochondria
UBLCP1	Validated	Nucleoli
UBLCP1	Validated	Nucleus
TERT	Validated	Nucleoplasm
CSF2	Validated	Vesicles
UQCRQ	Validated	Mitochondria
SFXN1	Validated	Mitochondria
PDSS2	Validated	Cytosol
STXBP5	Validated	Cytosol
SAP30L	Validated	Nucleoli
SAP30L	Validated	Nucleus
RPS14	Validated	Cytosol
RPS14	Validated	Endoplasmic reticulum
COG5	Validated	Golgi apparatus
SLU7	Validated	Nucleoplasm
MIOS	Validated	Cytosol
MIOS	Validated	Nucleoplasm
RAD21	Validated	Nucleoplasm
SUN1	Validated	Nuclear membrane
PHAX	Validated	Nucleoplasm
COX6C	Validated	Mitochondria
SNAPC3	Validated	Nuclear bodies
SNAPC3	Validated	Nucleus
PSIP1	Validated	Nucleoplasm
UBAP1	Validated	Cytosol
UBAP1	Validated	Plasma membrane
TMEM71	Validated	Mitochondria
ALDH1A1	Validated	Cytosol
HNRNPK	Validated	Nucleoplasm
ZHX1	Validated	Nucleoplasm
NDUFB6	Validated	Mitochondria
NOL6	Validated	Mitochondria
NOL6	Validated	Nucleoli
NOL6	Validated	Nucleus
VCP	Validated	Cytosol
VCP	Validated	Nucleoplasm
PKNOX2	Validated	Nucleoplasm
ZNF22	Validated	Nucleus
AKR1E2	Validated	Golgi apparatus
AKR1E2	Validated	Nucleoplasm
VDAC2	Validated	Mitochondria
QSOX2	Validated	Golgi apparatus
PMPCA	Validated	Mitochondria
TSC1	Validated	Cytosol
DDX21	Validated	Nucleoli
DDX21	Validated	Nucleus
BMS1	Validated	Nucleoli
BMS1	Validated	Nucleus
METTL17	Validated	Nucleus
ANKRD2	Validated	Vesicles
JAM3	Validated	Golgi apparatus
IKBIP	Validated	Endoplasmic reticulum
API5	Validated	Nuclear speckles
NOLC1	Validated	Nucleoli
ALKBH3	Validated	Nucleoplasm
COPS2	Validated	Vesicles
PCBD1	Validated	Cytosol
PCBD1	Validated	Nucleoplasm
APBB1	Validated	Plasma membrane
ILK	Validated	Cell Junctions
ILK	Validated	Focal adhesion sites
IDH3A	Validated	Mitochondria
LEO1	Validated	Nucleoli fibrillar center
LEO1	Validated	Nucleoplasm
MAPK7	Validated	Cytosol
MAPK7	Validated	Nucleus
MCM7	Validated	Nucleoplasm
HSP90B1	Validated	Endoplasmic reticulum
B2M	Validated	Cytosol
B2M	Validated	Golgi apparatus
B2M	Validated	Plasma membrane
AP1G1	Validated	Cytosol
AP1G1	Validated	Vesicles
CLPX	Validated	Mitochondria
STAT6	Validated	Cytosol
STAT6	Validated	Nucleoplasm
XRCC6BP1	Validated	Plasma membrane
XRCC6BP1	Validated	Vesicles
CCNDBP1	Validated	Nucleoplasm
SMAD3	Validated	Cytosol
SMAD3	Validated	Nucleoplasm
RCCD1	Validated	Cytosol
RCCD1	Validated	Plasma membrane
MARS	Validated	Cytosol
MBD6	Validated	Nucleus
PDIA3	Validated	Endoplasmic reticulum
GOLGA2	Validated	Golgi apparatus
C15orf39	Validated	Cytosol
SP2	Validated	Nucleoplasm
SP2	Validated	Vesicles
DUS2	Validated	Cytosol
STIM1	Validated	Endoplasmic reticulum
RRM1	Validated	Cytosol
GATAD2A	Validated	Nucleoplasm
RPL13	Validated	Cytosol
RPL13	Validated	Endoplasmic reticulum
RPL13	Validated	Nucleoli
TUBA1A	Validated	Microtubules
EEF2	Validated	Cytosol
EEF2	Validated	Plasma membrane
KRT80	Validated	Intermediate filaments
SRP68	Validated	Cytosol
SRP68	Validated	Focal adhesion sites
E4F1	Validated	Nucleoplasm
SRRM2	Validated	Nuclear speckles
DDB1	Validated	Nucleoplasm
ATG16L2	Validated	Nucleoplasm
CTNNB1	Validated	Plasma membrane
SF1	Validated	Nucleoplasm
SETD5	Validated	Cytosol
SETD5	Validated	Nucleus
IRF2BP2	Validated	Nucleoplasm
THAP11	Validated	Cytokinetic bridge
THAP11	Validated	Nucleoplasm
IRF2	Validated	Cytosol
IRF2	Validated	Nucleoplasm
COG7	Validated	Golgi apparatus
TXNDC2	Validated	Cytosol
TXNDC2	Validated	Nucleus
ATXN2L	Validated	Cytosol
POLR3D	Validated	Nucleoplasm
CDKN2AIP	Validated	Nucleoplasm
CHTF8	Validated	Nucleoplasm
TNIP2	Validated	Cytosol
TNIP2	Validated	Nucleoplasm
LETM1	Validated	Mitochondria
ATP5I	Validated	Mitochondria
UQCRFS1	Validated	Mitochondria
MAP2K1	Validated	Cytosol
MAP2K1	Validated	Plasma membrane
ASMTL	Validated	Cytosol
CD2BP2	Validated	Cytosol
CD2BP2	Validated	Nuclear speckles
RGS14	Validated	Nucleoplasm
RGS14	Validated	Vesicles
SIN3A	Validated	Nucleoplasm
PCBP1	Validated	Cytoplasmic bodies
PCBP1	Validated	Nuclear speckles
FASN	Validated	Cytosol
FASN	Validated	Plasma membrane
HNRNPF	Validated	Nucleoplasm
PCDH7	Validated	Cell Junctions
PCDH7	Validated	Plasma membrane
SYAP1	Validated	Golgi apparatus
TOR1AIP2	Validated	Endoplasmic reticulum
PUSL1	Validated	Vesicles
SF3B5	Validated	Nucleoplasm
TMEM192	Validated	Endosomes
TMEM192	Validated	Lysosomes
HNRNPA3	Validated	Nucleoplasm
HOXD4	Validated	Nucleus
PDCD6IP	Validated	Cytosol
CDK1	Validated	Cytosol
CDK1	Validated	Nucleus
NFRKB	Validated	Nucleus
MGMT	Validated	Nucleoplasm
HARS	Validated	Cytosol
KRT4	Validated	Intermediate filaments
PFKFB3	Validated	Nucleoplasm
POLH	Validated	Nucleoplasm
KIF5B	Validated	Cytosol
MINA	Validated	Nucleoli
MINA	Validated	Nucleus
PLA2G1B	Validated	Cytosol
HS6ST2	Validated	Nucleoplasm
CCBL1	Validated	Cytosol
CCBL1	Validated	Nucleoplasm
ZNF672	Validated	Nucleoplasm
ZNF692	Validated	Nucleoli
ZNF692	Validated	Nucleus
TRIM8	Validated	Cytosol
TRIM8	Validated	Nucleoplasm
TRIM8	Validated	Vesicles
JUNB	Validated	Nucleoplasm
KRT13	Validated	Intermediate filaments
RSL1D1	Validated	Nucleoli
PLRG1	Validated	Nuclear speckles
CXXC5	Validated	Cytosol
CXXC5	Validated	Nucleoplasm
BPTF	Validated	Nucleoplasm
ATF7IP	Validated	Nuclear bodies
ATF7IP	Validated	Nucleoplasm
